blend,models,weights,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,mean_rmse,std_rmse
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.55+0.25,16.902181,16.976740,16.978173,16.905198,16.898296,16.932118,0.037086
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.51+0.49,16.916764,16.983051,16.966964,16.910693,16.883565,16.932207,0.037042
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.55+0.45,16.911904,16.981797,16.969144,16.912295,16.885903,16.932209,0.036814
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.55+0.45+0.00,16.911904,16.981797,16.969144,16.912295,16.885903,16.932209,0.036814
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.59+0.41,16.910843,16.982950,16.968389,16.913443,16.885954,16.932316,0.036964
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.42+0.58,16.924227,16.984452,16.963370,16.906450,16.883293,16.932359,0.036933
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.15+0.15,16.896259,16.987748,16.968045,16.918644,16.891280,16.932395,0.038782
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.54+0.46,16.912455,16.981823,16.969652,16.912307,16.886170,16.932481,0.036794
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.55+0.15+0.30,16.887945,16.983991,16.973747,16.919207,16.897518,16.932482,0.039340
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.61+0.39,16.913455,16.985455,16.965832,16.913734,16.884431,16.932581,0.037258
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.70+0.15+0.15,16.895367,16.987329,16.969116,16.919085,16.892069,16.932593,0.038834
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.60+0.40,16.910866,16.983552,16.968519,16.914028,16.886282,16.932649,0.037011
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.60+0.40+0.00,16.910866,16.983552,16.968519,16.914028,16.886282,16.932649,0.037011
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.80+0.15+0.05,16.909849,16.992516,16.955503,16.917428,16.888473,16.932754,0.036904
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.50+0.50,16.917719,16.983476,16.967751,16.911020,16.884129,16.932819,0.037041
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.50+0.50+0.00,16.917719,16.983476,16.967751,16.911020,16.884129,16.932819,0.037041
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.53+0.47,16.913127,16.981975,16.970288,16.912438,16.886567,16.932879,0.036777
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.50+0.30,16.900169,16.979151,16.978723,16.907932,16.898513,16.932898,0.037725
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.76+0.24,16.916464,16.992374,16.954805,16.915833,16.885286,16.932952,0.037002
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.30+0.35,16.888467,16.979346,16.979607,16.915920,16.901605,16.932989,0.038938
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.61+0.39,16.911010,16.984280,16.968777,16.914733,16.886699,16.933100,0.037069
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.78+0.22,16.914521,16.992162,16.955676,16.916767,16.886764,16.933178,0.036761
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.40+0.35,16.893735,16.979174,16.978516,16.911687,16.902842,16.933191,0.037707
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.70+0.25+0.05,16.904299,16.987449,16.967711,16.917900,16.888711,16.933214,0.037902
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.62+0.38,16.913719,16.986361,16.966349,16.914669,16.885117,16.933243,0.037309
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.25+0.05,16.906205,16.988485,16.966261,16.917565,16.887710,16.933245,0.037926
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.60+0.20,16.910089,16.979674,16.977552,16.904912,16.894298,16.933305,0.037348
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.41+0.59,16.920640,16.982218,16.968939,16.907495,16.887508,16.933360,0.036294
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.52+0.48,16.913921,16.982251,16.971051,16.912688,16.887093,16.933401,0.036761
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.49+0.51,16.918790,16.984023,16.968659,16.911463,16.884817,16.933550,0.037043
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.55+0.15+0.30,16.887990,16.984356,16.975723,16.920515,16.899194,16.933556,0.039461
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.80+0.10+0.10,16.906646,16.993430,16.957465,16.919069,16.891326,16.933587,0.037078
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.62+0.38,16.911250,16.985133,16.969081,16.915557,16.887227,16.933650,0.037122
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.40+0.25+0.35,16.887920,16.981149,16.979584,16.918420,16.902151,16.933845,0.039195
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.63+0.37,16.914099,16.987386,16.966942,16.915719,16.885927,16.934015,0.037354
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.51+0.49,16.914829,16.982654,16.971942,16.913058,16.887750,16.934046,0.036748
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.60+0.05,16.919882,16.982567,16.973060,16.908191,16.887677,16.934275,0.037136
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.63+0.37,16.911607,16.986112,16.969505,16.916500,16.887883,16.934321,0.037176
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.41+0.59,16.926408,16.986237,16.965672,16.908089,16.885286,16.934338,0.036969
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.48+0.52,16.919978,16.984691,16.969690,16.912019,16.885629,16.934402,0.037046
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.40+0.35,16.895344,16.981280,16.980513,16.913364,16.902180,16.934536,0.038289
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.50+0.30,16.900367,16.979414,16.981169,16.909549,16.902880,16.934676,0.037370
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.60+0.10,16.913041,16.979240,16.979383,16.908197,16.893633,16.934699,0.036982
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.70+0.05+0.25,16.896861,16.991475,16.965286,16.921787,16.898108,16.934703,0.037674
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.50+0.50,16.915858,16.983181,16.972960,16.913547,16.888536,16.934817,0.036736
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.50+0.50+0.00,16.915858,16.983181,16.972960,16.913547,16.888536,16.934817,0.036736
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.64+0.36,16.914596,16.988525,16.967656,16.916883,16.886859,16.934904,0.037399
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.77+0.23,16.918164,16.994625,16.956426,16.918026,16.887382,16.934925,0.037022
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.75+0.05+0.20,16.900538,16.993194,16.962948,16.921566,16.896409,16.934931,0.037483
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.64+0.36,16.912085,16.987217,16.970056,16.917563,16.888664,16.935117,0.037233
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.05+0.25,16.897762,16.992237,16.965475,16.922227,16.898412,16.935222,0.037664
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.35+0.35,16.892063,16.980694,16.982804,16.916424,16.904290,16.935255,0.038742
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.80+0.10+0.10,16.909011,16.995573,16.958558,16.920605,16.892578,16.935265,0.037164
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.47+0.53,16.921283,16.985480,16.970844,16.912691,16.886566,16.935373,0.037051
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.80+0.15+0.05,16.913539,16.995831,16.957241,16.919859,16.890446,16.935383,0.037065
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.79+0.21,16.916603,16.994776,16.957557,16.919257,16.889132,16.935465,0.036799
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.60+0.20,16.909772,16.979919,16.981190,16.906879,16.899707,16.935494,0.036940
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.25+0.60+0.15,16.911035,16.979343,16.982082,16.908267,16.897032,16.935552,0.037181
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.75+0.05+0.20,16.901592,16.994093,16.963314,16.922145,16.896858,16.935601,0.037491
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.20+0.35,16.889721,16.985040,16.979440,16.921420,16.902782,16.935680,0.039368
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.40+0.60,16.923099,16.984285,16.971677,16.909486,16.889924,16.935694,0.036322
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.40+0.60+0.00,16.923099,16.984285,16.971677,16.909486,16.889924,16.935694,0.036322
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.49+0.51,16.917008,16.983835,16.974106,16.914155,16.889452,16.935711,0.036727
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.65+0.35,16.915208,16.989773,16.968492,16.918163,16.887915,16.935910,0.037443
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.35+0.00,16.915208,16.989773,16.968492,16.918163,16.887915,16.935910,0.037443
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.65+0.35,16.912682,16.988447,16.970735,16.918744,16.889574,16.936036,0.037294
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.35+0.00,16.912682,16.988447,16.970735,16.918744,16.889574,16.936036,0.037294
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.40+0.60,16.928703,16.988132,16.968094,16.909838,16.887399,16.936433,0.037004
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.60+0.00,16.928703,16.988132,16.968094,16.909838,16.887399,16.936433,0.037004
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.46+0.54,16.922702,16.986390,16.972120,16.913478,16.887627,16.936463,0.037059
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.65+0.10,16.923274,16.985339,16.974874,16.906595,16.892614,16.936539,0.037022
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.48+0.52,16.918280,16.984613,16.975379,16.914883,16.890498,16.936731,0.036720
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.78+0.22,16.919978,16.996991,16.958166,16.920330,16.889597,16.937012,0.037045
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.66+0.34,16.915936,16.991142,16.969450,16.919556,16.889093,16.937036,0.037490
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.66+0.34,16.913398,16.989786,16.971540,16.920045,16.890612,16.937076,0.037352
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.45+0.35,16.901797,16.984904,16.981429,16.913705,16.905473,16.937461,0.037533
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.45+0.55,16.924237,16.987420,16.973518,16.914379,16.888812,16.937673,0.037068
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.55+0.00,16.924237,16.987420,16.973518,16.914379,16.888812,16.937673,0.037068
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.45+0.20+0.35,16.890416,16.986104,16.982755,16.923803,16.905686,16.937753,0.039564
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.47+0.53,16.919674,16.985517,16.976780,16.915730,16.891673,16.937875,0.036714
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.80+0.20,16.918808,16.997514,16.959564,16.921865,16.891628,16.937876,0.036840
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.80+0.20+0.00,16.918808,16.997514,16.959564,16.921865,16.891628,16.937876,0.036840
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.39+0.61,16.925681,16.986474,16.974544,16.911596,16.892469,16.938153,0.036351
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.67+0.33,16.914235,16.991248,16.972473,16.921465,16.891778,16.938240,0.037411
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.67+0.33,16.916781,16.992633,16.970530,16.921065,16.890395,16.938281,0.037539
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.20+0.55+0.25,16.906544,16.981616,16.986997,16.912053,16.904436,16.938329,0.037661
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.55+0.10+0.35,16.894523,16.991219,16.975068,16.925600,16.906359,16.938554,0.038079
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.65+0.15,16.921789,16.986396,16.979338,16.907979,16.897283,16.938557,0.037071
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.39+0.61,16.931112,16.990133,16.970635,16.911698,16.889632,16.938642,0.037039
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.55+0.10+0.35,16.895504,16.991979,16.974652,16.925695,16.906155,16.938797,0.038014
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.44+0.56,16.925889,16.988572,16.975038,16.915395,16.890121,16.939003,0.037079
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.46+0.54,16.921189,16.986546,16.978308,16.916697,16.892977,16.939144,0.036711
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.79+0.21,16.921906,16.999473,16.960023,16.922744,16.891931,16.939215,0.037069
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.60+0.05,16.920309,16.984555,16.982074,16.913679,16.895797,16.939283,0.036844
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.68+0.32,16.915194,16.992835,16.973532,16.923004,16.893073,16.939528,0.037473
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.68+0.32,16.917741,16.994245,16.971732,16.922688,16.891819,16.939645,0.037591
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.65+0.05+0.30,16.898390,16.995106,16.972677,16.927456,16.905287,16.939783,0.037942
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.10+0.25,16.896224,16.993877,16.978795,16.927508,16.903031,16.939887,0.039615
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.65+0.05,16.929974,16.989635,16.975759,16.910687,16.893441,16.939899,0.037067
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.05+0.30,16.899143,16.995728,16.972722,16.927755,16.905446,16.940159,0.037920
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.10+0.25,16.895921,16.993832,16.979783,16.928075,16.903811,16.940285,0.039686
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.80+0.05+0.15,16.909229,17.000259,16.965447,16.926792,16.900193,16.940384,0.037373
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.81+0.19,16.921135,17.000376,16.961697,16.924592,16.894252,16.940410,0.036882
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.43+0.57,16.927658,16.989844,16.976680,16.916492,16.891554,16.940446,0.037097
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.45+0.55,16.922826,16.987700,16.979964,16.917782,16.894411,16.940537,0.036710
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.45+0.55+0.00,16.922826,16.987700,16.979964,16.917782,16.894411,16.940537,0.036710
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.25+0.40+0.35,16.898704,16.985152,16.989185,16.919932,16.910207,16.940636,0.038604
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.38+0.62,16.928385,16.988787,16.977538,16.913826,16.895144,16.940736,0.036383
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.20+0.50+0.30,16.904572,16.984208,16.989869,16.916254,16.908890,16.940758,0.038014
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.25+0.40,16.897111,16.990314,16.982286,16.924062,16.910618,16.940878,0.038138
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.60+0.25,16.915819,16.987737,16.984771,16.911531,16.904666,16.940905,0.037210
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.65+0.10,16.922636,16.986136,16.983872,16.911368,16.900561,16.940915,0.036676
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.69+0.31,16.916273,16.994548,16.974719,16.924662,16.894496,16.940940,0.037537
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.38+0.62,16.933634,16.992248,16.973295,16.913669,16.891985,16.940966,0.037076
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.10+0.20,16.900127,16.996361,16.978067,16.928433,16.902177,16.941033,0.039432
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.69+0.31,16.918817,16.995979,16.973055,16.924425,16.893366,16.941128,0.037646
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.80+0.05+0.15,16.910366,17.001296,16.965958,16.927510,16.900787,16.941184,0.037405
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.70+0.10+0.20,16.899616,16.996150,16.978811,16.928808,16.902765,16.941230,0.039482
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.80+0.20,16.923944,17.002070,16.961999,16.925269,16.894384,16.941533,0.037096
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.80+0.20+0.00,16.923944,17.002070,16.961999,16.925269,16.894384,16.941533,0.037096
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.65+0.10,16.925995,16.988566,16.983412,16.912559,16.897803,16.941667,0.037307
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.45+0.35,16.904049,16.987833,16.988416,16.918541,16.909721,16.941712,0.038177
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.30+0.40,16.899060,16.990450,16.984243,16.923377,16.911637,16.941754,0.038063
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.20+0.60+0.20,16.914292,16.984869,16.990134,16.913890,16.905989,16.941835,0.037441
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.55+0.30,16.912003,16.988601,16.986459,16.914339,16.907962,16.941873,0.037341
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.42+0.58,16.929542,16.991237,16.978445,16.917674,16.893112,16.942002,0.037120
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.44+0.56,16.924584,16.988972,16.981747,16.918983,16.895974,16.942052,0.036709
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.30+0.65+0.05,16.927329,16.988626,16.982891,16.913564,16.899504,16.942383,0.036538
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.70+0.30,16.917473,16.996387,16.976032,16.926439,16.896048,16.942476,0.037604
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.70+0.30+0.00,16.917473,16.996387,16.976032,16.926439,16.896048,16.942476,0.037604
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.65+0.15,16.923878,16.988838,16.986089,16.912599,16.901304,16.942542,0.037377
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.35+0.25+0.40,16.897055,16.990629,16.985678,16.926097,16.913516,16.942595,0.038354
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.70+0.30,16.920010,16.997834,16.974501,16.926277,16.895036,16.942731,0.037703
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.30+0.00,16.920010,16.997834,16.974501,16.926277,16.895036,16.942731,0.037703
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.20+0.40,16.898017,16.993083,16.983313,16.927526,16.912590,16.942906,0.038265
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.75+0.15+0.10,16.908334,16.999058,16.976849,16.929662,16.900739,16.942928,0.038610
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.75+0.15+0.10,16.909537,16.999825,16.976173,16.929506,16.900250,16.943058,0.038624
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.82+0.18,16.923572,17.003362,16.963958,16.927438,16.897003,16.943067,0.036927
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.20+0.45+0.35,16.904344,16.987970,16.990175,16.919857,16.913472,16.943164,0.037814
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.50+0.15+0.35,16.895584,16.993574,16.986412,16.930347,16.910468,16.943277,0.039771
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.37+0.63,16.936270,16.994477,16.976075,16.915752,16.894458,16.943407,0.037114
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.37+0.63,16.931212,16.991223,16.980660,16.916176,16.897947,16.943444,0.036417
Pair_ItemCF_MFb,ItemCF_tuned+MF_tuned_baseline_ru6_ri10,0.41+0.59,16.931544,16.992751,16.980332,16.918972,16.894793,16.943678,0.037146
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.43+0.57,16.926464,16.990365,16.983657,16.920243,16.897666,16.943679,0.036717
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.40+0.20+0.40,16.897526,16.992914,16.985603,16.928733,16.914474,16.943850,0.038440
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.15+0.60+0.25,16.917350,16.989557,16.989823,16.914921,16.907625,16.943855,0.037561
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.81+0.19,16.926070,17.004783,16.964092,16.927905,16.896956,16.943961,0.037127
Pair_ItemCF_MF,ItemCF_tuned+MF_tuned,0.71+0.29,16.918794,16.998351,16.977400,16.928335,16.897728,16.944122,0.037660
