blend,models,weights,fold_1_rmse,fold_2_rmse,fold_3_rmse,fold_4_rmse,fold_5_rmse,mean_rmse,std_rmse
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.59+0.41,16.904477,16.971764,16.942543,16.895390,16.867779,16.916391,0.036596
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.58+0.42,16.904752,16.971584,16.942810,16.895149,16.867732,16.916405,0.036602
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.60+0.40,16.904307,16.972060,16.942397,16.895742,16.867902,16.916481,0.036603
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.60+0.40+0.00,16.904307,16.972060,16.942397,16.895742,16.867902,16.916481,0.036603
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.57+0.43,16.905140,16.971520,16.943196,16.895021,16.867801,16.916536,0.036611
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.61+0.39,16.904230,16.972471,16.942370,16.896205,16.868146,16.916684,0.036613
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.56+0.44,16.905637,16.971573,16.943703,16.895003,16.867991,16.916781,0.036622
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.55+0.15,16.895210,16.964551,16.958287,16.891125,16.874844,16.916803,0.037113
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.51+0.49,16.902806,16.968271,16.948607,16.894102,16.870400,16.916837,0.036124
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.68+0.32,16.899965,16.972863,16.942879,16.898420,16.870145,16.916855,0.036390
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.60+0.20+0.20,16.878707,16.968820,16.956191,16.902228,16.878329,16.916855,0.038474
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.62+0.38,16.904264,16.972999,16.942376,16.896766,16.868471,16.916975,0.036624
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.50+0.20,16.887268,16.962158,16.962710,16.893267,16.879852,16.917051,0.037298
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.55+0.45,16.906223,16.971741,16.944329,16.895097,16.868301,16.917138,0.036635
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.55+0.45+0.00,16.906223,16.971741,16.944329,16.895097,16.868301,16.917138,0.036635
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.55+0.20+0.25,16.877576,16.968803,16.957168,16.902331,16.879835,16.917143,0.038594
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.55+0.15+0.30,16.877770,16.969915,16.952649,16.902675,16.882759,16.917154,0.037383
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.45+0.25,16.883051,16.962444,16.963398,16.894924,16.881991,16.917162,0.037639
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.63+0.37,16.904412,16.973643,16.942498,16.897407,16.868895,16.917371,0.036645
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.55+0.40+0.05,16.893425,16.967506,16.955297,16.898432,16.873113,16.917555,0.036994
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.54+0.46,16.906924,16.972024,16.945075,16.895303,16.868733,16.917612,0.036650
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.55+0.15+0.30,16.879369,16.971159,16.952129,16.902957,16.882550,16.917633,0.037324
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.25+0.30,16.876961,16.967468,16.960325,16.901992,16.882631,16.917876,0.038548
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.64+0.36,16.904672,16.974403,16.942740,16.898158,16.869440,16.917883,0.036668
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.40+0.30,16.882122,16.965482,16.962179,16.896929,16.882899,16.917922,0.037867
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.50+0.50,16.904036,16.969113,16.950062,16.894907,16.871529,16.917930,0.036134
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.50+0.50+0.00,16.904036,16.969113,16.950062,16.894907,16.871529,16.917930,0.036134
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.69+0.31,16.900874,16.974233,16.943647,16.899718,16.871229,16.917940,0.036428
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.40+0.30+0.30,16.876910,16.965498,16.963037,16.901122,16.884328,16.918179,0.038448
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.53+0.47,16.907739,16.972424,16.945941,16.895620,16.869285,16.918202,0.036666
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.55+0.10,16.899624,16.966749,16.957971,16.893355,16.873932,16.918326,0.037042
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.50+0.45+0.05,16.895604,16.967080,16.957206,16.897911,16.873983,16.918357,0.036845
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.55+0.20+0.25,16.877457,16.969156,16.959666,16.903917,16.881963,16.918432,0.038711
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.50+0.25,16.887919,16.964302,16.962628,16.893410,16.883910,16.918434,0.036895
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.45+0.30,16.886758,16.966962,16.960104,16.894771,16.883678,16.918455,0.037048
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.65+0.35,16.905046,16.975278,16.943102,16.899021,16.870104,16.918510,0.036692
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.35+0.00,16.905046,16.975278,16.943102,16.899021,16.870104,16.918510,0.036692
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.52+0.48,16.908668,16.972940,16.946927,16.896049,16.869957,16.918908,0.036683
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.60+0.35+0.05,16.895953,16.971775,16.953534,16.900682,16.872929,16.918974,0.037328
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.75+0.15+0.10,16.893095,16.977290,16.944825,16.903610,16.876391,16.919042,0.036846
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.49+0.51,16.905389,16.970080,16.951646,16.895833,16.872788,16.919147,0.036145
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.70+0.30,16.901902,16.975727,16.944544,16.901136,16.872442,16.919150,0.036468
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.70+0.30+0.00,16.901902,16.975727,16.944544,16.901136,16.872442,16.919150,0.036468
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.35+0.30,16.879256,16.965520,16.964973,16.900396,16.885617,16.919153,0.038256
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.66+0.34,16.905534,16.976251,16.943583,16.899995,16.870887,16.919250,0.036713
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.50+0.05,16.901640,16.969188,16.956096,16.896880,16.872606,16.919282,0.036980
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.50+0.25,16.889926,16.966303,16.963415,16.894631,16.882204,16.919296,0.037424
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.25+0.10,16.889933,16.973447,16.954343,16.903388,16.875731,16.919368,0.037878
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.70+0.10+0.20,16.886249,16.976491,16.949094,16.905476,16.880947,16.919651,0.037182
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.51+0.49,16.909711,16.973572,16.948032,16.896589,16.870751,16.919731,0.036701
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.60+0.35+0.05,16.894145,16.971069,16.956477,16.901939,16.875288,16.919784,0.037235
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.25+0.10,16.888546,16.972835,16.956294,16.904205,16.877231,16.919822,0.037886
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.55+0.20,16.893705,16.965715,16.963710,16.893343,16.883461,16.919987,0.036708
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.75+0.20+0.05,16.898082,16.978217,16.944798,16.903765,16.875404,16.920053,0.036707
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.67+0.33,16.906135,16.977341,16.944183,16.901079,16.871790,16.920106,0.036735
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.20+0.15,16.886132,16.974269,16.956406,16.905259,16.878756,16.920164,0.038304
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.45+0.25+0.30,16.877616,16.968632,16.964297,16.904743,16.886131,16.920284,0.038738
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.71+0.29,16.903052,16.977347,16.945568,16.902673,16.873783,16.920484,0.036510
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.48+0.52,16.906865,16.971171,16.953359,16.896879,16.874175,16.920490,0.036158
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.65+0.10+0.25,16.883792,16.976049,16.952405,16.906865,16.883988,16.920620,0.037337
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.50+0.50,16.910869,16.974319,16.949257,16.897240,16.871665,16.920670,0.036721
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.50+0.50+0.00,16.910869,16.974319,16.949257,16.897240,16.871665,16.920670,0.036721
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.20+0.15,16.885190,16.973912,16.958106,16.906073,16.880081,16.920672,0.038355
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.55+0.20,16.896063,16.967784,16.963996,16.894454,16.881326,16.920724,0.037249
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.30+0.35,16.882074,16.970580,16.960948,16.902144,16.887999,16.920749,0.037453
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.10+0.20,16.888154,16.978083,16.949541,16.906442,16.881619,16.920768,0.037187
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.25+0.35,16.881217,16.971583,16.960106,16.903869,16.888185,16.920992,0.037526
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.68+0.32,16.906850,16.978547,16.944903,16.902275,16.872812,16.921077,0.036758
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.75+0.15+0.10,16.896494,16.980193,16.946134,16.905613,16.877930,16.921273,0.036953
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.10+0.25,16.885389,16.977364,16.952565,16.907544,16.884369,16.921446,0.037318
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.49+0.51,16.912140,16.975182,16.950603,16.898003,16.872699,16.921726,0.036742
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.72+0.28,16.904324,16.979090,16.946721,16.904329,16.875252,16.921943,0.036553
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.47+0.53,16.908464,16.972386,16.955200,16.898044,16.875692,16.921957,0.036173
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.40+0.25+0.35,16.880390,16.971205,16.962811,16.905175,16.890374,16.921991,0.037686
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.60+0.10,16.907895,16.971908,16.958712,16.894083,16.877807,16.922081,0.036796
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.69+0.31,16.907678,16.979869,16.945742,16.903582,16.873953,16.922165,0.036784
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.45+0.50+0.05,16.900820,16.969793,16.962307,16.900378,16.878015,16.922263,0.036768
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.35+0.30+0.35,16.881755,16.970758,16.964829,16.904344,16.891289,16.922595,0.037642
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.45+0.30,16.887920,16.968783,16.967565,16.899568,16.890378,16.922843,0.037218
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.48+0.52,16.913526,16.976161,16.952067,16.898878,16.873854,16.922897,0.036764
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.55+0.15,16.897262,16.967781,16.968040,16.897708,16.883736,16.922905,0.037088
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.60+0.15,16.905316,16.971829,16.962051,16.894420,16.881265,16.922976,0.036825
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.75+0.20+0.05,16.902741,16.982222,16.946681,16.906596,16.877581,16.923164,0.036906
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.30+0.40+0.30,16.884650,16.968645,16.970099,16.902677,16.890142,16.923242,0.038118
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.35+0.55+0.10,16.900521,16.969002,16.966622,16.898867,16.881731,16.923349,0.036903
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.70+0.30,16.908620,16.981307,16.946700,16.904999,16.875214,16.923368,0.036810
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.70+0.30+0.00,16.908620,16.981307,16.946700,16.904999,16.875214,16.923368,0.036810
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.30+0.35+0.35,16.885791,16.972487,16.964792,16.903208,16.890816,16.923419,0.037434
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.73+0.27,16.905719,16.980959,16.948001,16.906104,16.876850,16.923527,0.036597
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.46+0.54,16.910186,16.973723,16.957169,16.899330,16.877339,16.923549,0.036189
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.50+0.20+0.30,16.881078,16.974211,16.965632,16.909166,16.888533,16.923724,0.038921
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.25+0.45+0.30,16.889686,16.970802,16.968923,16.900985,16.889153,16.923910,0.037762
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.75+0.10+0.15,16.893919,16.982286,16.950877,16.909548,16.883393,16.924005,0.037101
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.20+0.35,16.883213,16.975493,16.962265,16.908363,16.891251,16.924117,0.037673
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.47+0.53,16.915026,16.977256,16.953652,16.899864,16.875129,16.924185,0.036788
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.45+0.20+0.35,16.882110,16.974773,16.963976,16.909006,16.892563,16.924486,0.037796
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.30+0.05,16.899628,16.978617,16.958374,16.907691,16.878782,16.924618,0.037596
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.71+0.29,16.909659,16.982861,16.947778,16.906528,16.876595,16.924684,0.036840
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.30+0.60+0.10,16.905997,16.971394,16.965752,16.897224,16.883816,16.924837,0.036446
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.30+0.05,16.897713,16.977685,16.960505,16.908430,16.880393,16.924945,0.037537
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.74+0.26,16.907236,16.982951,16.949410,16.907999,16.878576,16.925234,0.036643
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.45+0.55,16.912031,16.975183,16.959266,16.900729,16.879115,16.925265,0.036207
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.45+0.55+0.00,16.912031,16.975183,16.959266,16.900729,16.879115,16.925265,0.036207
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.40+0.55+0.05,16.909303,16.974374,16.963050,16.901141,16.878589,16.925291,0.037026
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.50+0.20+0.30,16.881360,16.974920,16.968528,16.911139,16.891052,16.925400,0.039077
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.75+0.10+0.15,16.896124,16.984154,16.951680,16.910803,16.884356,16.925423,0.037141
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.46+0.54,16.916640,16.978467,16.955356,16.900961,16.876522,16.925589,0.036814
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.20+0.55+0.25,16.900011,16.973748,16.968230,16.898628,16.889238,16.925971,0.036984
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.72+0.28,16.910793,16.984532,16.948975,16.908167,16.878094,16.926112,0.036873
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.25+0.50+0.25,16.893288,16.970472,16.973610,16.901987,16.891595,16.926190,0.037616
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.30+0.35+0.35,16.886204,16.973432,16.970065,16.906515,16.895447,16.926333,0.037651
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.35+0.60+0.05,16.915693,16.977345,16.960729,16.899224,16.879852,16.926569,0.036861
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.60+0.10+0.30,16.886551,16.980960,16.961066,16.913663,16.892513,16.926951,0.037618
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.65+0.15+0.20,16.888230,16.981083,16.964560,16.913302,16.887858,16.927006,0.038881
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.75+0.25,16.908876,16.985067,16.950798,16.910012,16.880431,16.927037,0.036671
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.75+0.25+0.00,16.908876,16.985067,16.950798,16.910012,16.880431,16.927037,0.036671
Triple_ItemCF_MFb_UserCF,ItemCF_tuned+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.60+0.15+0.25,16.885458,16.979826,16.966461,16.913490,16.889986,16.927044,0.039054
Pair_ItemCFb_MF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned,0.44+0.56,16.913999,16.976761,16.961492,16.902241,16.881021,16.927103,0.036227
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.45+0.55,16.918367,16.979790,16.957180,16.902168,16.878036,16.927108,0.036841
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.45+0.55+0.00,16.918367,16.979790,16.957180,16.902168,16.878036,16.927108,0.036841
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.25+0.60+0.15,16.905274,16.972978,16.970809,16.899312,16.889014,16.927477,0.036643
Triple_ItemCFb_MFb_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10+UserCF_tuned,0.60+0.10+0.30,16.887840,16.981997,16.960938,16.914060,16.892604,16.927488,0.037575
Triple_ItemCF_MF_UserCF,ItemCF_tuned+MF_tuned+UserCF_tuned,0.65+0.15+0.20,16.887650,16.980915,16.965938,16.914033,16.888945,16.927496,0.038953
Triple_ItemCFb_MF_UserCF,ItemCF_tuned_baseline_ru6_ri10+MF_tuned+UserCF_tuned,0.35+0.60+0.05,16.911941,16.975166,16.966037,16.900616,16.884120,16.927576,0.036342
Pair_ItemCFb_MFb,ItemCF_tuned_baseline_ru6_ri10+MF_tuned_baseline_ru6_ri10,0.73+0.27,16.912041,16.986318,16.950292,16.909917,16.879713,16.927656,0.036907
